"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HUR","TOT","PC_LF","M","2005-01",5.07378,
"AUS","HUR","TOT","PC_LF","M","2005-02",5.085003,
"AUS","HUR","TOT","PC_LF","M","2005-03",5.16329,
"AUS","HUR","TOT","PC_LF","M","2005-04",5.123025,
"AUS","HUR","TOT","PC_LF","M","2005-05",5.100072,
"AUS","HUR","TOT","PC_LF","M","2005-06",4.950172,
"AUS","HUR","TOT","PC_LF","M","2005-07",4.971967,
"AUS","HUR","TOT","PC_LF","M","2005-08",4.900029,
"AUS","HUR","TOT","PC_LF","M","2005-09",5.001081,
"AUS","HUR","TOT","PC_LF","M","2005-10",5.015691,
"AUS","HUR","TOT","PC_LF","M","2005-11",4.937207,
"AUS","HUR","TOT","PC_LF","M","2005-12",5.07023,
"AUS","HUR","TOT","PC_LF","M","2006-01",5.162743,
"AUS","HUR","TOT","PC_LF","M","2006-02",5.105403,
"AUS","HUR","TOT","PC_LF","M","2006-03",4.867585,
"AUS","HUR","TOT","PC_LF","M","2006-04",4.96707,
"AUS","HUR","TOT","PC_LF","M","2006-05",4.798802,
"AUS","HUR","TOT","PC_LF","M","2006-06",4.808396,
"AUS","HUR","TOT","PC_LF","M","2006-07",4.656291,
"AUS","HUR","TOT","PC_LF","M","2006-08",4.710527,
"AUS","HUR","TOT","PC_LF","M","2006-09",4.664573,
"AUS","HUR","TOT","PC_LF","M","2006-10",4.463087,
"AUS","HUR","TOT","PC_LF","M","2006-11",4.515171,
"AUS","HUR","TOT","PC_LF","M","2006-12",4.568395,
"AUS","HUR","TOT","PC_LF","M","2007-01",4.554278,
"AUS","HUR","TOT","PC_LF","M","2007-02",4.637208,
"AUS","HUR","TOT","PC_LF","M","2007-03",4.460314,
"AUS","HUR","TOT","PC_LF","M","2007-04",4.387055,
"AUS","HUR","TOT","PC_LF","M","2007-05",4.265316,
"AUS","HUR","TOT","PC_LF","M","2007-06",4.324491,
"AUS","HUR","TOT","PC_LF","M","2007-07",4.252711,
"AUS","HUR","TOT","PC_LF","M","2007-08",4.295679,
"AUS","HUR","TOT","PC_LF","M","2007-09",4.211987,
"AUS","HUR","TOT","PC_LF","M","2007-10",4.326239,
"AUS","HUR","TOT","PC_LF","M","2007-11",4.426877,
"AUS","HUR","TOT","PC_LF","M","2007-12",4.308947,
"AUS","HUR","TOT","PC_LF","M","2008-01",4.220719,
"AUS","HUR","TOT","PC_LF","M","2008-02",3.982671,
"AUS","HUR","TOT","PC_LF","M","2008-03",4.057982,
"AUS","HUR","TOT","PC_LF","M","2008-04",4.26667,
"AUS","HUR","TOT","PC_LF","M","2008-05",4.267091,
"AUS","HUR","TOT","PC_LF","M","2008-06",4.24435,
"AUS","HUR","TOT","PC_LF","M","2008-07",4.249796,
"AUS","HUR","TOT","PC_LF","M","2008-08",4.010938,
"AUS","HUR","TOT","PC_LF","M","2008-09",4.287791,
"AUS","HUR","TOT","PC_LF","M","2008-10",4.290184,
"AUS","HUR","TOT","PC_LF","M","2008-11",4.462899,
"AUS","HUR","TOT","PC_LF","M","2008-12",4.570759,
"AUS","HUR","TOT","PC_LF","M","2009-01",4.907489,
"AUS","HUR","TOT","PC_LF","M","2009-02",5.309068,
"AUS","HUR","TOT","PC_LF","M","2009-03",5.712677,
"AUS","HUR","TOT","PC_LF","M","2009-04",5.514528,
"AUS","HUR","TOT","PC_LF","M","2009-05",5.813281,
"AUS","HUR","TOT","PC_LF","M","2009-06",5.862243,
"AUS","HUR","TOT","PC_LF","M","2009-07",5.67159,
"AUS","HUR","TOT","PC_LF","M","2009-08",5.704917,
"AUS","HUR","TOT","PC_LF","M","2009-09",5.660139,
"AUS","HUR","TOT","PC_LF","M","2009-10",5.623659,
"AUS","HUR","TOT","PC_LF","M","2009-11",5.558323,
"AUS","HUR","TOT","PC_LF","M","2009-12",5.491588,
"AUS","HUR","TOT","PC_LF","M","2010-01",5.265917,
"AUS","HUR","TOT","PC_LF","M","2010-02",5.308437,
"AUS","HUR","TOT","PC_LF","M","2010-03",5.42326,
"AUS","HUR","TOT","PC_LF","M","2010-04",5.498812,
"AUS","HUR","TOT","PC_LF","M","2010-05",5.230833,
"AUS","HUR","TOT","PC_LF","M","2010-06",5.145119,
"AUS","HUR","TOT","PC_LF","M","2010-07",5.286443,
"AUS","HUR","TOT","PC_LF","M","2010-08",5.021235,
"AUS","HUR","TOT","PC_LF","M","2010-09",5.053308,
"AUS","HUR","TOT","PC_LF","M","2010-10",5.286057,
"AUS","HUR","TOT","PC_LF","M","2010-11",5.107993,
"AUS","HUR","TOT","PC_LF","M","2010-12",4.876991,
"AUS","HUR","TOT","PC_LF","M","2011-01",5.003064,
"AUS","HUR","TOT","PC_LF","M","2011-02",4.986769,
"AUS","HUR","TOT","PC_LF","M","2011-03",4.925475,
"AUS","HUR","TOT","PC_LF","M","2011-04",4.958347,
"AUS","HUR","TOT","PC_LF","M","2011-05",5.015077,
"AUS","HUR","TOT","PC_LF","M","2011-06",4.91706,
"AUS","HUR","TOT","PC_LF","M","2011-07",5.08954,
"AUS","HUR","TOT","PC_LF","M","2011-08",5.255741,
"AUS","HUR","TOT","PC_LF","M","2011-09",5.22136,
"AUS","HUR","TOT","PC_LF","M","2011-10",5.190084,
"AUS","HUR","TOT","PC_LF","M","2011-11",5.228822,
"AUS","HUR","TOT","PC_LF","M","2011-12",5.196809,
"AUS","HUR","TOT","PC_LF","M","2012-01",5.045963,
"AUS","HUR","TOT","PC_LF","M","2012-02",5.214417,
"AUS","HUR","TOT","PC_LF","M","2012-03",5.180122,
"AUS","HUR","TOT","PC_LF","M","2012-04",4.991806,
"AUS","HUR","TOT","PC_LF","M","2012-05",5.202894,
"AUS","HUR","TOT","PC_LF","M","2012-06",5.163383,
"AUS","HUR","TOT","PC_LF","M","2012-07",5.177006,
"AUS","HUR","TOT","PC_LF","M","2012-08",5.143114,
"AUS","HUR","TOT","PC_LF","M","2012-09",5.488492,
"AUS","HUR","TOT","PC_LF","M","2012-10",5.415023,
"AUS","HUR","TOT","PC_LF","M","2012-11",5.254003,
"AUS","HUR","TOT","PC_LF","M","2012-12",5.433383,
"AUS","HUR","TOT","PC_LF","M","2013-01",5.385983,
"AUS","HUR","TOT","PC_LF","M","2013-02",5.427145,
"AUS","HUR","TOT","PC_LF","M","2013-03",5.634051,
"AUS","HUR","TOT","PC_LF","M","2013-04",5.583369,
"AUS","HUR","TOT","PC_LF","M","2013-05",5.612959,
"AUS","HUR","TOT","PC_LF","M","2013-06",5.695884,
"AUS","HUR","TOT","PC_LF","M","2013-07",5.627674,
"AUS","HUR","TOT","PC_LF","M","2013-08",5.820925,
"AUS","HUR","TOT","PC_LF","M","2013-09",5.705264,
"AUS","HUR","TOT","PC_LF","M","2013-10",5.830088,
"AUS","HUR","TOT","PC_LF","M","2013-11",5.794487,
"AUS","HUR","TOT","PC_LF","M","2013-12",5.901989,
"AUS","HUR","TOT","PC_LF","M","2014-01",5.934264,
"AUS","HUR","TOT","PC_LF","M","2014-02",5.894045,
"AUS","HUR","TOT","PC_LF","M","2014-03",5.86692,
"AUS","HUR","TOT","PC_LF","M","2014-04",5.798404,
"AUS","HUR","TOT","PC_LF","M","2014-05",5.932527,
"AUS","HUR","TOT","PC_LF","M","2014-06",6.047793,
"AUS","HUR","TOT","PC_LF","M","2014-07",6.172706,
"AUS","HUR","TOT","PC_LF","M","2014-08",6.08313,
"AUS","HUR","TOT","PC_LF","M","2014-09",6.226437,
"AUS","HUR","TOT","PC_LF","M","2014-10",6.368775,
"AUS","HUR","TOT","PC_LF","M","2014-11",6.295811,
"AUS","HUR","TOT","PC_LF","M","2014-12",6.107251,
"AUS","HUR","TOT","PC_LF","M","2015-01",6.336866,
"AUS","HUR","TOT","PC_LF","M","2015-02",6.121502,
"AUS","HUR","TOT","PC_LF","M","2015-03",6.091031,
"AUS","HUR","TOT","PC_LF","M","2015-04",6.105867,
"AUS","HUR","TOT","PC_LF","M","2015-05",5.935802,
"AUS","HUR","TOT","PC_LF","M","2015-06",6.007257,
"AUS","HUR","TOT","PC_LF","M","2015-07",6.271928,
"AUS","HUR","TOT","PC_LF","M","2015-08",6.080055,
"AUS","HUR","TOT","PC_LF","M","2015-09",6.163041,
"AUS","HUR","TOT","PC_LF","M","2015-10",5.923706,
"AUS","HUR","TOT","PC_LF","M","2015-11",5.850874,
"AUS","HUR","TOT","PC_LF","M","2015-12",5.745854,
"AUS","HUR","TOT","PC_LF","M","2016-01",6.020906,
"AUS","HUR","TOT","PC_LF","M","2016-02",5.674379,
"AUS","HUR","TOT","PC_LF","M","2016-03",5.642204,
"AUS","HUR","TOT","PC_LF","M","2016-04",5.638947,
"AUS","HUR","TOT","PC_LF","M","2016-05",5.726183,
"AUS","HUR","TOT","PC_LF","M","2016-06",5.69417,
"AUS","HUR","TOT","PC_LF","M","2016-07",5.691329,
"AUS","HUR","TOT","PC_LF","M","2016-08",5.600849,
"AUS","HUR","TOT","PC_LF","M","2016-09",5.645914,
"AUS","HUR","TOT","PC_LF","M","2016-10",5.587018,
"AUS","HUR","TOT","PC_LF","M","2016-11",5.757126,
"AUS","HUR","TOT","PC_LF","M","2016-12",5.833749,
"AUS","HUR","TOT","PC_LF","M","2017-01",5.67978,
"AUS","HUR","TOT","PC_LF","M","2017-02",5.839218,
"AUS","HUR","TOT","PC_LF","M","2017-03",5.841589,
"AUS","HUR","TOT","PC_LF","M","2017-04",5.611211,
"AUS","HUR","TOT","PC_LF","M","2017-05",5.553464,
"AUS","HUR","TOT","PC_LF","M","2017-06",5.598296,
"AUS","HUR","TOT","PC_LF","M","2017-07",5.585122,
"AUS","HUR","TOT","PC_LF","M","2017-08",5.506114,
"AUS","HUR","TOT","PC_LF","M","2017-09",5.447813,
"AUS","HUR","TOT","PC_LF","M","2017-10",5.36837,
"AUS","HUR","TOT","PC_LF","M","2017-11",5.41383,
"AUS","HUR","TOT","PC_LF","M","2017-12",5.609648,
"AUS","HUR","TOT","PC_LF","M","2018-01",5.501085,
"AUS","HUR","TOT","PC_LF","M","2018-02",5.559339,
"AUS","HUR","TOT","PC_LF","M","2018-03",5.505105,
"AUS","HUR","TOT","PC_LF","M","2018-04",5.534267,
"AUS","HUR","TOT","PC_LF","M","2018-05",5.406442,
"AUS","HUR","TOT","PC_LF","M","2018-06",5.31858,
"AUS","HUR","TOT","PC_LF","M","2018-07",5.275815,
"AUS","HUR","TOT","PC_LF","M","2018-08",5.257135,
"AUS","HUR","TOT","PC_LF","M","2018-09",5.01553,
"AUS","HUR","TOT","PC_LF","M","2018-10",5.002687,
"AUS","HUR","TOT","PC_LF","M","2018-11",5.098609,
"AUS","HUR","TOT","PC_LF","M","2018-12",5.0095,
"AUS","HUR","TOT","PC_LF","M","2019-01",5.041164,
"AUS","HUR","TOT","PC_LF","M","2019-02",4.956326,
"AUS","HUR","TOT","PC_LF","M","2019-03",5.079308,
"AUS","HUR","TOT","PC_LF","M","2019-04",5.215949,
"AUS","HUR","TOT","PC_LF","M","2019-05",5.223992,
"AUS","HUR","TOT","PC_LF","M","2019-06",5.249506,
"AUS","HUR","TOT","PC_LF","M","2019-07",5.247642,
"AUS","HUR","TOT","PC_LF","M","2019-08",5.247114,
"AUS","HUR","TOT","PC_LF","M","2019-09",5.200466,
"AUS","HUR","TOT","PC_LF","M","2019-10",5.297851,
"AUS","HUR","TOT","PC_LF","M","2019-11",5.14515,
"AUS","HUR","TOT","PC_LF","M","2019-12",5.051473,
"AUS","HUR","TOT","PC_LF","M","2020-01",5.269611,
"AUS","HUR","TOT","PC_LF","M","2020-02",5.081623,
"AUS","HUR","TOT","PC_LF","M","2020-03",5.220101,
"AUS","HUR","TOT","PC_LF","M","2020-04",6.358871,
"AUS","HUR","TOT","PC_LF","M","2020-05",7.068942,
"AUS","HUR","TOT","PC_LF","M","2020-06",7.440282,
"AUS","HUR","TOT","PC_LF","M","2020-07",7.479592,
"AUS","HUR","TOT","PC_LF","M","2020-08",6.807751,
"AUS","HUR","TOT","PC_LF","M","2020-09",6.913334,
"AUS","HUR","TOT","PC_LF","M","2020-10",6.996009,
"AUT","HUR","TOT","PC_LF","M","2005-01",5.4,
"AUT","HUR","TOT","PC_LF","M","2005-02",5.4,
"AUT","HUR","TOT","PC_LF","M","2005-03",5.5,
"AUT","HUR","TOT","PC_LF","M","2005-04",5.6,
"AUT","HUR","TOT","PC_LF","M","2005-05",5.8,
"AUT","HUR","TOT","PC_LF","M","2005-06",5.8,
"AUT","HUR","TOT","PC_LF","M","2005-07",5.7,
"AUT","HUR","TOT","PC_LF","M","2005-08",5.7,
"AUT","HUR","TOT","PC_LF","M","2005-09",5.7,
"AUT","HUR","TOT","PC_LF","M","2005-10",5.8,
"AUT","HUR","TOT","PC_LF","M","2005-11",5.7,
"AUT","HUR","TOT","PC_LF","M","2005-12",5.7,
"AUT","HUR","TOT","PC_LF","M","2006-01",5.7,
"AUT","HUR","TOT","PC_LF","M","2006-02",5.8,
"AUT","HUR","TOT","PC_LF","M","2006-03",5.7,
"AUT","HUR","TOT","PC_LF","M","2006-04",5.3,
"AUT","HUR","TOT","PC_LF","M","2006-05",5.1,
"AUT","HUR","TOT","PC_LF","M","2006-06",5.3,
"AUT","HUR","TOT","PC_LF","M","2006-07",5.2,
"AUT","HUR","TOT","PC_LF","M","2006-08",5,
"AUT","HUR","TOT","PC_LF","M","2006-09",4.9,
"AUT","HUR","TOT","PC_LF","M","2006-10",4.9,
"AUT","HUR","TOT","PC_LF","M","2006-11",4.9,
"AUT","HUR","TOT","PC_LF","M","2006-12",5,
"AUT","HUR","TOT","PC_LF","M","2007-01",5,
"AUT","HUR","TOT","PC_LF","M","2007-02",4.9,
"AUT","HUR","TOT","PC_LF","M","2007-03",4.9,
"AUT","HUR","TOT","PC_LF","M","2007-04",5.1,
"AUT","HUR","TOT","PC_LF","M","2007-05",5.2,
"AUT","HUR","TOT","PC_LF","M","2007-06",5,
"AUT","HUR","TOT","PC_LF","M","2007-07",5.1,
"AUT","HUR","TOT","PC_LF","M","2007-08",5,
"AUT","HUR","TOT","PC_LF","M","2007-09",4.8,
"AUT","HUR","TOT","PC_LF","M","2007-10",4.6,
"AUT","HUR","TOT","PC_LF","M","2007-11",4.5,
"AUT","HUR","TOT","PC_LF","M","2007-12",4.3,
"AUT","HUR","TOT","PC_LF","M","2008-01",4.2,
"AUT","HUR","TOT","PC_LF","M","2008-02",4.3,
"AUT","HUR","TOT","PC_LF","M","2008-03",4.1,
"AUT","HUR","TOT","PC_LF","M","2008-04",3.8,
"AUT","HUR","TOT","PC_LF","M","2008-05",3.8,
"AUT","HUR","TOT","PC_LF","M","2008-06",3.8,
"AUT","HUR","TOT","PC_LF","M","2008-07",3.9,
"AUT","HUR","TOT","PC_LF","M","2008-08",4.1,
"AUT","HUR","TOT","PC_LF","M","2008-09",4.1,
"AUT","HUR","TOT","PC_LF","M","2008-10",4.1,
"AUT","HUR","TOT","PC_LF","M","2008-11",4.4,
"AUT","HUR","TOT","PC_LF","M","2008-12",4.7,
"AUT","HUR","TOT","PC_LF","M","2009-01",4.7,
"AUT","HUR","TOT","PC_LF","M","2009-02",4.6,
"AUT","HUR","TOT","PC_LF","M","2009-03",5,
"AUT","HUR","TOT","PC_LF","M","2009-04",5.3,
"AUT","HUR","TOT","PC_LF","M","2009-05",5.3,
"AUT","HUR","TOT","PC_LF","M","2009-06",5.5,
"AUT","HUR","TOT","PC_LF","M","2009-07",5.6,
"AUT","HUR","TOT","PC_LF","M","2009-08",5.7,
"AUT","HUR","TOT","PC_LF","M","2009-09",5.7,
"AUT","HUR","TOT","PC_LF","M","2009-10",5.7,
"AUT","HUR","TOT","PC_LF","M","2009-11",5.5,
"AUT","HUR","TOT","PC_LF","M","2009-12",5.3,
"AUT","HUR","TOT","PC_LF","M","2010-01",5,
"AUT","HUR","TOT","PC_LF","M","2010-02",4.9,
"AUT","HUR","TOT","PC_LF","M","2010-03",4.8,
"AUT","HUR","TOT","PC_LF","M","2010-04",4.9,
"AUT","HUR","TOT","PC_LF","M","2010-05",4.8,
"AUT","HUR","TOT","PC_LF","M","2010-06",4.7,
"AUT","HUR","TOT","PC_LF","M","2010-07",4.7,
"AUT","HUR","TOT","PC_LF","M","2010-08",4.9,
"AUT","HUR","TOT","PC_LF","M","2010-09",4.8,
"AUT","HUR","TOT","PC_LF","M","2010-10",4.6,
"AUT","HUR","TOT","PC_LF","M","2010-11",4.4,
"AUT","HUR","TOT","PC_LF","M","2010-12",4.5,
"AUT","HUR","TOT","PC_LF","M","2011-01",4.8,
"AUT","HUR","TOT","PC_LF","M","2011-02",4.9,
"AUT","HUR","TOT","PC_LF","M","2011-03",4.8,
"AUT","HUR","TOT","PC_LF","M","2011-04",4.6,
"AUT","HUR","TOT","PC_LF","M","2011-05",4.6,
"AUT","HUR","TOT","PC_LF","M","2011-06",4.4,
"AUT","HUR","TOT","PC_LF","M","2011-07",4.2,
"AUT","HUR","TOT","PC_LF","M","2011-08",4,
"AUT","HUR","TOT","PC_LF","M","2011-09",4.2,
"AUT","HUR","TOT","PC_LF","M","2011-10",4.7,
"AUT","HUR","TOT","PC_LF","M","2011-11",5,
"AUT","HUR","TOT","PC_LF","M","2011-12",4.7,
"AUT","HUR","TOT","PC_LF","M","2012-01",4.5,
"AUT","HUR","TOT","PC_LF","M","2012-02",4.5,
"AUT","HUR","TOT","PC_LF","M","2012-03",4.6,
"AUT","HUR","TOT","PC_LF","M","2012-04",4.7,
"AUT","HUR","TOT","PC_LF","M","2012-05",5,
"AUT","HUR","TOT","PC_LF","M","2012-06",5.1,
"AUT","HUR","TOT","PC_LF","M","2012-07",5.2,
"AUT","HUR","TOT","PC_LF","M","2012-08",5.2,
"AUT","HUR","TOT","PC_LF","M","2012-09",5.2,
"AUT","HUR","TOT","PC_LF","M","2012-10",5,
"AUT","HUR","TOT","PC_LF","M","2012-11",4.9,
"AUT","HUR","TOT","PC_LF","M","2012-12",5.1,
"AUT","HUR","TOT","PC_LF","M","2013-01",5.2,
"AUT","HUR","TOT","PC_LF","M","2013-02",5.3,
"AUT","HUR","TOT","PC_LF","M","2013-03",5.4,
"AUT","HUR","TOT","PC_LF","M","2013-04",5.3,
"AUT","HUR","TOT","PC_LF","M","2013-05",5,
"AUT","HUR","TOT","PC_LF","M","2013-06",5.2,
"AUT","HUR","TOT","PC_LF","M","2013-07",5.4,
"AUT","HUR","TOT","PC_LF","M","2013-08",5.4,
"AUT","HUR","TOT","PC_LF","M","2013-09",5.4,
"AUT","HUR","TOT","PC_LF","M","2013-10",5.5,
"AUT","HUR","TOT","PC_LF","M","2013-11",5.4,
"AUT","HUR","TOT","PC_LF","M","2013-12",5.5,
"AUT","HUR","TOT","PC_LF","M","2014-01",5.6,
"AUT","HUR","TOT","PC_LF","M","2014-02",5.6,
"AUT","HUR","TOT","PC_LF","M","2014-03",5.6,
"AUT","HUR","TOT","PC_LF","M","2014-04",5.5,
"AUT","HUR","TOT","PC_LF","M","2014-05",5.4,
"AUT","HUR","TOT","PC_LF","M","2014-06",5.6,
"AUT","HUR","TOT","PC_LF","M","2014-07",5.7,
"AUT","HUR","TOT","PC_LF","M","2014-08",5.6,
"AUT","HUR","TOT","PC_LF","M","2014-09",5.7,
"AUT","HUR","TOT","PC_LF","M","2014-10",5.7,
"AUT","HUR","TOT","PC_LF","M","2014-11",5.7,
"AUT","HUR","TOT","PC_LF","M","2014-12",5.6,
"AUT","HUR","TOT","PC_LF","M","2015-01",5.5,
"AUT","HUR","TOT","PC_LF","M","2015-02",5.5,
"AUT","HUR","TOT","PC_LF","M","2015-03",5.7,
"AUT","HUR","TOT","PC_LF","M","2015-04",5.9,
"AUT","HUR","TOT","PC_LF","M","2015-05",6,
"AUT","HUR","TOT","PC_LF","M","2015-06",5.8,
"AUT","HUR","TOT","PC_LF","M","2015-07",5.6,
"AUT","HUR","TOT","PC_LF","M","2015-08",5.6,
"AUT","HUR","TOT","PC_LF","M","2015-09",5.6,
"AUT","HUR","TOT","PC_LF","M","2015-10",5.8,
"AUT","HUR","TOT","PC_LF","M","2015-11",5.9,
"AUT","HUR","TOT","PC_LF","M","2015-12",6,
"AUT","HUR","TOT","PC_LF","M","2016-01",6.1,
"AUT","HUR","TOT","PC_LF","M","2016-02",6.1,
"AUT","HUR","TOT","PC_LF","M","2016-03",5.9,
"AUT","HUR","TOT","PC_LF","M","2016-04",6,
"AUT","HUR","TOT","PC_LF","M","2016-05",6.3,
"AUT","HUR","TOT","PC_LF","M","2016-06",6.3,
"AUT","HUR","TOT","PC_LF","M","2016-07",6.2,
"AUT","HUR","TOT","PC_LF","M","2016-08",6.2,
"AUT","HUR","TOT","PC_LF","M","2016-09",6.1,
"AUT","HUR","TOT","PC_LF","M","2016-10",5.9,
"AUT","HUR","TOT","PC_LF","M","2016-11",5.7,
"AUT","HUR","TOT","PC_LF","M","2016-12",5.7,
"AUT","HUR","TOT","PC_LF","M","2017-01",5.7,
"AUT","HUR","TOT","PC_LF","M","2017-02",5.8,
"AUT","HUR","TOT","PC_LF","M","2017-03",5.7,
"AUT","HUR","TOT","PC_LF","M","2017-04",5.6,
"AUT","HUR","TOT","PC_LF","M","2017-05",5.5,
"AUT","HUR","TOT","PC_LF","M","2017-06",5.4,
"AUT","HUR","TOT","PC_LF","M","2017-07",5.4,
"AUT","HUR","TOT","PC_LF","M","2017-08",5.4,
"AUT","HUR","TOT","PC_LF","M","2017-09",5.3,
"AUT","HUR","TOT","PC_LF","M","2017-10",5.4,
"AUT","HUR","TOT","PC_LF","M","2017-11",5.5,
"AUT","HUR","TOT","PC_LF","M","2017-12",5.5,
"AUT","HUR","TOT","PC_LF","M","2018-01",5.2,
"AUT","HUR","TOT","PC_LF","M","2018-02",5,
"AUT","HUR","TOT","PC_LF","M","2018-03",4.9,
"AUT","HUR","TOT","PC_LF","M","2018-04",4.8,
"AUT","HUR","TOT","PC_LF","M","2018-05",4.7,
"AUT","HUR","TOT","PC_LF","M","2018-06",4.8,
"AUT","HUR","TOT","PC_LF","M","2018-07",4.8,
"AUT","HUR","TOT","PC_LF","M","2018-08",4.8,
"AUT","HUR","TOT","PC_LF","M","2018-09",5,
"AUT","HUR","TOT","PC_LF","M","2018-10",4.9,
"AUT","HUR","TOT","PC_LF","M","2018-11",4.8,
"AUT","HUR","TOT","PC_LF","M","2018-12",4.8,
"AUT","HUR","TOT","PC_LF","M","2019-01",4.8,
"AUT","HUR","TOT","PC_LF","M","2019-02",4.8,
"AUT","HUR","TOT","PC_LF","M","2019-03",4.7,
"AUT","HUR","TOT","PC_LF","M","2019-04",4.7,
"AUT","HUR","TOT","PC_LF","M","2019-05",4.5,
"AUT","HUR","TOT","PC_LF","M","2019-06",4.3,
"AUT","HUR","TOT","PC_LF","M","2019-07",4.4,
"AUT","HUR","TOT","PC_LF","M","2019-08",4.5,
"AUT","HUR","TOT","PC_LF","M","2019-09",4.5,
"AUT","HUR","TOT","PC_LF","M","2019-10",4.4,
"AUT","HUR","TOT","PC_LF","M","2019-11",4.3,
"AUT","HUR","TOT","PC_LF","M","2019-12",4.3,
"AUT","HUR","TOT","PC_LF","M","2020-01",4.4,
"AUT","HUR","TOT","PC_LF","M","2020-02",4.5,
"AUT","HUR","TOT","PC_LF","M","2020-03",4.6,
"AUT","HUR","TOT","PC_LF","M","2020-04",4.7,
"AUT","HUR","TOT","PC_LF","M","2020-05",5.7,
"AUT","HUR","TOT","PC_LF","M","2020-06",5.9,
"AUT","HUR","TOT","PC_LF","M","2020-07",5.7,
"AUT","HUR","TOT","PC_LF","M","2020-08",5.5,
"AUT","HUR","TOT","PC_LF","M","2020-09",5.4,
"AUT","HUR","TOT","PC_LF","M","2020-10",5.4,
"BEL","HUR","TOT","PC_LF","M","2005-01",8.3,
"BEL","HUR","TOT","PC_LF","M","2005-02",8.5,
"BEL","HUR","TOT","PC_LF","M","2005-03",8.6,
"BEL","HUR","TOT","PC_LF","M","2005-04",8.4,
"BEL","HUR","TOT","PC_LF","M","2005-05",8.6,
"BEL","HUR","TOT","PC_LF","M","2005-06",8.5,
"BEL","HUR","TOT","PC_LF","M","2005-07",8.5,
"BEL","HUR","TOT","PC_LF","M","2005-08",8.5,
"BEL","HUR","TOT","PC_LF","M","2005-09",8.5,
"BEL","HUR","TOT","PC_LF","M","2005-10",8.4,
"BEL","HUR","TOT","PC_LF","M","2005-11",8.4,
"BEL","HUR","TOT","PC_LF","M","2005-12",8.5,
"BEL","HUR","TOT","PC_LF","M","2006-01",8.5,
"BEL","HUR","TOT","PC_LF","M","2006-02",8.6,
"BEL","HUR","TOT","PC_LF","M","2006-03",8.6,
"BEL","HUR","TOT","PC_LF","M","2006-04",8.7,
"BEL","HUR","TOT","PC_LF","M","2006-05",8.8,
"BEL","HUR","TOT","PC_LF","M","2006-06",8.5,
"BEL","HUR","TOT","PC_LF","M","2006-07",8,
"BEL","HUR","TOT","PC_LF","M","2006-08",7.8,
"BEL","HUR","TOT","PC_LF","M","2006-09",7.9,
"BEL","HUR","TOT","PC_LF","M","2006-10",7.9,
"BEL","HUR","TOT","PC_LF","M","2006-11",8,
"BEL","HUR","TOT","PC_LF","M","2006-12",7.9,
"BEL","HUR","TOT","PC_LF","M","2007-01",7.8,
"BEL","HUR","TOT","PC_LF","M","2007-02",7.8,
"BEL","HUR","TOT","PC_LF","M","2007-03",7.9,
"BEL","HUR","TOT","PC_LF","M","2007-04",8.2,
"BEL","HUR","TOT","PC_LF","M","2007-05",8.1,
"BEL","HUR","TOT","PC_LF","M","2007-06",7.7,
"BEL","HUR","TOT","PC_LF","M","2007-07",7.3,
"BEL","HUR","TOT","PC_LF","M","2007-08",7,
"BEL","HUR","TOT","PC_LF","M","2007-09",6.9,
"BEL","HUR","TOT","PC_LF","M","2007-10",7,
"BEL","HUR","TOT","PC_LF","M","2007-11",7.1,
"BEL","HUR","TOT","PC_LF","M","2007-12",7.1,
"BEL","HUR","TOT","PC_LF","M","2008-01",7.1,
"BEL","HUR","TOT","PC_LF","M","2008-02",6.9,
"BEL","HUR","TOT","PC_LF","M","2008-03",6.7,
"BEL","HUR","TOT","PC_LF","M","2008-04",6.5,
"BEL","HUR","TOT","PC_LF","M","2008-05",6.5,
"BEL","HUR","TOT","PC_LF","M","2008-06",6.9,
"BEL","HUR","TOT","PC_LF","M","2008-07",7.5,
"BEL","HUR","TOT","PC_LF","M","2008-08",7.6,
"BEL","HUR","TOT","PC_LF","M","2008-09",7.4,
"BEL","HUR","TOT","PC_LF","M","2008-10",6.9,
"BEL","HUR","TOT","PC_LF","M","2008-11",6.7,
"BEL","HUR","TOT","PC_LF","M","2008-12",6.9,
"BEL","HUR","TOT","PC_LF","M","2009-01",7.5,
"BEL","HUR","TOT","PC_LF","M","2009-02",7.8,
"BEL","HUR","TOT","PC_LF","M","2009-03",8,
"BEL","HUR","TOT","PC_LF","M","2009-04",7.9,
"BEL","HUR","TOT","PC_LF","M","2009-05",7.7,
"BEL","HUR","TOT","PC_LF","M","2009-06",7.9,
"BEL","HUR","TOT","PC_LF","M","2009-07",7.9,
"BEL","HUR","TOT","PC_LF","M","2009-08",8,
"BEL","HUR","TOT","PC_LF","M","2009-09",8,
"BEL","HUR","TOT","PC_LF","M","2009-10",7.9,
"BEL","HUR","TOT","PC_LF","M","2009-11",8,
"BEL","HUR","TOT","PC_LF","M","2009-12",8.3,
"BEL","HUR","TOT","PC_LF","M","2010-01",8.6,
"BEL","HUR","TOT","PC_LF","M","2010-02",8.6,
"BEL","HUR","TOT","PC_LF","M","2010-03",8.5,
"BEL","HUR","TOT","PC_LF","M","2010-04",8.4,
"BEL","HUR","TOT","PC_LF","M","2010-05",8.4,
